#Date/Time of Update: 2019-10-24 7:03:44 AM,#Game ID,#Game Date,#Game Time,#Away Team ID,#Away Team Abbr.,#Away Team City,#Away Team Name,#Home Team ID,#Home Team Abbr.,#Home Team City,#Home Team Name,#Location,#Player ID,#LastName,#FirstName,#Jersey Num,#Position,#Height,#Weight,#Birth Date,#Age,#Birth City,#Birth Country,#Rookie,#Team ID,#Team Abbr.,#Team City,#Team Name,#Fg2PtAtt,#Fg2PtAttPerGame,#Fg2PtMade,#Fg2PtMadePerGame,#Fg2PtPct,#Fg3PtAtt,#Fg3PtAttPerGame,#Fg3PtMade,#Fg3PtMadePerGame,#Fg3PtPct,#FgAtt,#FgAttPerGame,#FgMade,#FgMadePerGame,#FgPct,#FtAtt,#FtAttPerGame,#FtMade,#FtMadePerGame,#FtPct,#OffReb,#OffRebPerGame,#DefReb,#DefRebPerGame,#Reb,#RebPerGame,#Ast,#AstPerGame,#Pts,#PtsPerGame,#Tov,#TovPerGame,#Stl,#StlPerGame,#Blk,#BlkPerGame,#BlkAgainst,#BlkAgainstPerGame,#GamesStarted,#FoulPers,#FoulPersPerGame,#PlusMinus,#PlusMinusPerGame,#MinSeconds,#MinSecondsPerGame,#Fouls,#FoulsPerGame,#FoulsDrawn,#FoulsDrawnPerGame,#FoulPersDrawn,#FoulPersDrawnPerGame,#FoulTech,#FoulTechPerGame,#FoulTechDrawn,#FoulTechDrawnPerGame,#FoulFlag1,#FoulFlag1PerGame,#FoulFlag1Drawn,#FoulFlag1DrawnPerGame,#FoulFlag2,#FoulFlag2PerGame,#FoulFlag2Drawn,#FoulFlag2DrawnPerGame,#Ejections
,53048,2019-10-23,7:30PM,107,MEM,Memphis,Grizzlies,92,MIA,Miami,Heat,American Airlines Arena,13742,Adebayo,Bam,13,PF,"6'10""",255,1997-07-18,22,"Newark, NJ",USA,N,92,MIA,Miami,Heat,7,7.0,3,3.0,42.9,0,0.0,0,0.0,0.0,7,7.0,3,3.0,42.9,10,10.0,8,8.0,80.0,4,4.0,7,7.0,11,11.0,3,3.0,14,14.0,5,5.0,1,1.0,0,0.0,1,1.0,1,3,3.0,289,289.0,12676,12676.0,3,3.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
,53048,2019-10-23,7:30PM,107,MEM,Memphis,Grizzlies,92,MIA,Miami,Heat,American Airlines Arena,9152,Butler,Jimmy,23,SG,"6'8""",236,1989-09-14,30,"Houston, TX",USA,N,92,MIA,Miami,Heat,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,19,19.0,2880,2880.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
,53048,2019-10-23,7:30PM,107,MEM,Memphis,Grizzlies,92,MIA,Miami,Heat,American Airlines Arena,9314,Dragic,Goran,7,PG,"6'3""",190,1986-05-06,33,Ljubljana,Slovenia,N,92,MIA,Miami,Heat,5,5.0,2,2.0,40.0,4,4.0,2,2.0,50.0,9,9.0,4,4.0,44.4,10,10.0,9,9.0,90.0,0,0.0,3,3.0,3,3.0,3,3.0,19,19.0,4,4.0,1,1.0,2,2.0,1,1.0,1,1,1.0,-627,-627.0,231,231.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
,53048,2019-10-23,7:30PM,107,MEM,Memphis,Grizzlies,92,MIA,Miami,Heat,American Airlines Arena,9310,Haslem,Udonis,40,C,"6'8""",235,1980-06-09,39,"Miami, FL",USA,N,92,MIA,Miami,Heat,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
,53048,2019-10-23,7:30PM,107,MEM,Memphis,Grizzlies,92,MIA,Miami,Heat,American Airlines Arena,17295,Herro,Tyler,14,SG,"6'5""",200,2000-01-20,19,"Milwaukee, WI",USA,Y,92,MIA,Miami,Heat,12,12.0,5,5.0,41.7,2,2.0,1,1.0,50.0,14,14.0,6,6.0,42.9,1,1.0,1,1.0,100.0,0,0.0,8,8.0,8,8.0,1,1.0,14,14.0,1,1.0,2,2.0,0,0.0,2,2.0,0,2,2.0,-73,-73.0,4898,4898.0,2,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
,53048,2019-10-23,7:30PM,107,MEM,Memphis,Grizzlies,92,MIA,Miami,Heat,American Airlines Arena,9493,Johnson,James,16,PF,"6'8""",240,1987-02-20,32,"Cheyenne, WY",USA,N,92,MIA,Miami,Heat,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
,53048,2019-10-23,7:30PM,107,MEM,Memphis,Grizzlies,92,MIA,Miami,Heat,American Airlines Arena,10146,Jones Jr.,Derrick,10,SF,"6'7""",200,1997-02-15,22,"Chester, PA",USA,N,92,MIA,Miami,Heat,3,3.0,2,2.0,66.7,0,0.0,0,0.0,0.0,3,3.0,2,2.0,66.7,0,0.0,0,0.0,0.0,1,1.0,0,0.0,1,1.0,0,0.0,4,4.0,1,1.0,0,0.0,0,0.0,0,0.0,0,5,5.0,-93,-93.0,5708,5708.0,5,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
,53048,2019-10-23,7:30PM,107,MEM,Memphis,Grizzlies,92,MIA,Miami,Heat,American Airlines Arena,9446,Leonard,Meyers,11,PF,"7'1""",255,1992-02-27,27,"Woodbridge, VA",USA,N,92,MIA,Miami,Heat,0,0.0,0,0.0,0.0,2,2.0,0,0.0,0.0,2,2.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,3,3.0,3,3.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,4,4.0,18,18.0,11892,11892.0,4,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
,53048,2019-10-23,7:30PM,107,MEM,Memphis,Grizzlies,92,MIA,Miami,Heat,American Airlines Arena,15315,Macon,Daryl,3,PG,"6'3""",185,1995-11-29,23,,,N,92,MIA,Miami,Heat,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,-8,-8.0,70,70.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
,53048,2019-10-23,7:30PM,107,MEM,Memphis,Grizzlies,92,MIA,Miami,Heat,American Airlines Arena,15252,Nunn,Kendrick,25,SG,"6'3""",184,1995-08-02,24,"Chicago, IL",USA,N,92,MIA,Miami,Heat,16,16.0,9,9.0,56.2,2,2.0,1,1.0,50.0,18,18.0,10,10.0,55.6,3,3.0,3,3.0,100.0,0,0.0,2,2.0,2,2.0,3,3.0,24,24.0,1,1.0,2,2.0,0,0.0,2,2.0,0,5,5.0,261,261.0,19096,19096.0,5,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
